id,task,answer,schema,Превью,comment ,answer_correct_flg ,schema_correct_flg ,task_problem ,cls_theme_0_slug,cls_theme_1_slug,Раздел,Темы,cls_grade_group
11_may-aug,"Найдите все значения а, при каждом из которых система уравнений<br>$\begin{cases} (x ^ 2 - 5x - y + 3) \cdot \sqrt {x - y + 3} = 0 \\y = 3x + a \end{cases}$<br>имеет ровно два различных решения.",$a > -13$,"action
Рассмотрим первое уравнение системы $(x^2 - 5x - y + 3) \cdot \sqrt{x - y + 3} = 0$ и определим условия, при которых оно обращается в ноль.
solution
Уравнение $(x^2 - 5x - y + 3) \cdot \sqrt{x - y + 3} = 0$ будет равно нулю, если хотя бы один из множителей равен нулю. Рассмотрим два случая:
1. $x^2 - 5x - y + 3 = 0$
2. $\sqrt{x - y + 3} = 0$

Для второго случая $\sqrt{x - y + 3} = 0$, возведём обе части в квадрат:
$x - y + 3 = 0 \implies y = x + 3$
answer
$y = x + 3$

action
Подставим $y = x + 3$ во второе уравнение системы $y = 3x + a$.
solution
Подставим $y = x + 3$ в уравнение $y = 3x + a$:
$x + 3 = 3x + a \implies 2x = 3 - a \implies x = \frac{3 - a}{2}$
Тогда $y = \frac{3 - a}{2} + 3 = \frac{9 - a}{2}$.
answer
$x = \frac{3 - a}{2}$, $y = \frac{9 - a}{2}$

action
Рассмотрим случай $x^2 - 5x - y + 3 = 0$ и подставим $y = 3x + a$.
solution
Подставим $y = 3x + a$ в уравнение $x^2 - 5x - y + 3 = 0$:
$x^2 - 5x - (3x + a) + 3 = 0 \implies x^2 - 8x + 3 - a = 0$
answer
$x^2 - 8x + 3 - a = 0$

action
Найдём дискриминант квадратного уравнения $x^2 - 8x + 3 - a = 0$.
solution
Дискриминант квадратного уравнения $x^2 - 8x + 3 - a = 0$ равен:
$D = 64 - 4(3 - a) = 64 - 12 + 4a = 52 + 4a$
answer
$D = 52 + 4a$

action
Определим условие, при котором квадратное уравнение имеет два различных решения.
solution
Для того чтобы квадратное уравнение имело два различных решения, дискриминант должен быть положительным:
$52 + 4a > 0 \implies 4a > -52 \implies a > -13$
answer
$a > -13$

action
Определим условие, при котором система имеет ровно два различных решения.
solution
Система будет иметь ровно два различных решения, если квадратное уравнение $x^2 - 8x + 3 - a = 0$ имеет два различных решения, а уравнение $y = x + 3$ не совпадает с этими решениями. Это возможно при $a > -13$.
answer
$a > -13$

final_answer
$a > -13$",,логика,FALSE,FALSE,FALSE,equation,non_linear_system,Уравнения (и их системы),Системы нелинейных уравнений (аналитические),1-4 кл.
12_may-aug,Решите уравнение<br>$(x - 2) \left (x ^ {2} + 2x + 1 \right) = 4 \left (x + 1 \right)$,"$x = 3$, $x = -2$","action
Упростим выражение $x^2 + 2x + 1$ в левой части уравнения $(x - 2)(x^2 + 2x + 1) = 4(x + 1)$.
solution
Заметим, что $x^2 + 2x + 1$ можно представить как $(x + 1)^2$. Это позволяет нам упростить выражение в левой части уравнения.
answer
$(x - 2)(x + 1)^2 = 4(x + 1)$

action
Разделим обе части уравнения на $(x + 1)$, предполагая, что $x 
eq -1$.
solution
Разделим обе части уравнения $(x - 2)(x + 1)^2 = 4(x + 1)$ на $(x + 1)$, чтобы упростить его. Это даст нам $(x - 2)(x + 1) = 4$.
answer
$(x - 2)(x + 1) = 4$

action
Раскроем скобки в уравнении $(x - 2)(x + 1) = 4$.
solution
Раскроем скобки в левой части уравнения $(x - 2)(x + 1) = 4$, получим $x^2 + x - 2x - 2 = 4$.
answer
$x^2 - x - 2 = 4$

action
Перенесем все члены уравнения $x^2 - x - 2 = 4$ в одну сторону.
solution
Перенесем все члены уравнения $x^2 - x - 2 = 4$ в одну сторону, чтобы получить стандартный вид квадратного уравнения. Получим $x^2 - x - 2 - 4 = 0$.
answer
$x^2 - x - 6 = 0$

action
Найдем дискриминант квадратного уравнения $x^2 - x - 6 = 0$.
solution
Для нахождения дискриминанта квадратного уравнения $x^2 - x - 6 = 0$ используем формулу $D = b^2 - 4ac$. Здесь $a = 1$, $b = -1$, $c = -6$. Подставим значения: $D = (-1)^2 - 4 \cdot 1 \cdot (-6) = 1 + 24 = 25$.
answer
$D = 25$

action
Найдем корни квадратного уравнения $x^2 - x - 6 = 0$.
solution
Используем формулу корней квадратного уравнения $x = \frac{-b \pm \sqrt{D}}{2a}$. Подставим значения $a = 1$, $b = -1$, $D = 25$: $x = \frac{1 \pm \sqrt{25}}{2} = \frac{1 \pm 5}{2}$.
answer
$x_1 = 3$, $x_2 = -2$

action
Проверим, являются ли найденные корни $x_1 = 3$ и $x_2 = -2$ решениями исходного уравнения.
solution
Подставим $x = 3$ в исходное уравнение: $(3 - 2)((3 + 1)^2) = 4(3 + 1)$, получим $1 \cdot 16 = 16$, что верно. Подставим $x = -2$ в исходное уравнение: $(-2 - 2)((-2 + 1)^2) = 4(-2 + 1)$, получим $-4 \cdot 1 = -4$, что также верно.
answer
$x = 3$, $x = -2$

final_answer
$x = 3$, $x = -2$",,"нельзя делить, нужно выносить за скобки
логика",FALSE,FALSE,FALSE,equation,quad,Уравнения (и их системы),Квадратный трёхчлен,1-4 кл.
13_may-aug,x + x - x = x,$x = x$,"action
Упростим левую часть уравнения $x + x - x$.
solution
В левой части уравнения $x + x - x$ есть два слагаемых $x$, которые можно сложить, и одно слагаемое $-x$, которое можно вычесть. Получим $2x - x$.
answer
$2x - x$

action
Приведём подобные слагаемые в выражении $2x - x$.
solution
Выражение $2x - x$ можно упростить, вычитая $x$ из $2x$. Получим $x$.
answer
$x$

action
Сравним упрощённую левую часть с правой частью уравнения.
solution
После упрощения левой части уравнения $x + x - x = x$ мы получили $x = x$. Это равенство верно для любого значения $x$.
answer
$x = x$

final_answer
$x = x$",,,FALSE,FALSE,FALSE,equation,linear,Уравнения (и их системы),Линейные уравнения,1-4 кл.
14_may-aug,"(9*27^x-3*9^{x+1}+3^{x+3}-9)/(50x^2-90x+40,5)>= 0","$x \in (-\infty, 0.9) \cup (0.9, +\infty)$","action
Упростим числитель выражения $9 \cdot 27^x - 3 \cdot 9^{x+1} + 3^{x+3} - 9$.
solution
Заметим, что $27^x = (3^3)^x = 3^{3x}$, $9^{x+1} = (3^2)^{x+1} = 3^{2x+2}$, и $3^{x+3} = 3^x \cdot 3^3 = 27 \cdot 3^x$. Подставим эти выражения в числитель: $9 \cdot 3^{3x} - 3 \cdot 3^{2x+2} + 27 \cdot 3^x - 9$.
answer
$9 \cdot 3^{3x} - 3 \cdot 3^{2x+2} + 27 \cdot 3^x - 9$

action
Вынесем общий множитель $3^x$ из числителя.
solution
Вынесем $3^x$ за скобки: $3^x (9 \cdot 3^{2x} - 3 \cdot 9 \cdot 3^x + 27) - 9$. Упростим выражение в скобках: $3^x (9 \cdot 3^{2x} - 27 \cdot 3^x + 27) - 9$.
answer
$3^x (9 \cdot 3^{2x} - 27 \cdot 3^x + 27) - 9$

action
Упростим знаменатель выражения $50x^2 - 90x + 40.5$.
solution
Вынесем общий множитель $5$ из знаменателя: $5(10x^2 - 18x + 8.1)$.
answer
$5(10x^2 - 18x + 8.1)$

action
Найдем корни квадратного уравнения $10x^2 - 18x + 8.1 = 0$.
solution
Используем формулу для нахождения корней квадратного уравнения: $x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}$, где $a = 10$, $b = -18$, $c = 8.1$. Подставим значения: $x = \frac{18 \pm \sqrt{(-18)^2 - 4 \cdot 10 \cdot 8.1}}{2 \cdot 10}$. Вычислим дискриминант: $D = 324 - 324 = 0$. Так как дискриминант равен нулю, уравнение имеет один корень: $x = \frac{18}{20} = 0.9$.
answer
$x = 0.9$

action
Определим знаки числителя и знаменателя.
solution
Числитель $3^x (9 \cdot 3^{2x} - 27 \cdot 3^x + 27) - 9$ всегда положителен, так как $3^x > 0$ и $9 \cdot 3^{2x} - 27 \cdot 3^x + 27 > 0$. Знаменатель $5(10x^2 - 18x + 8.1)$ положителен при $x 
eq 0.9$.
answer
Числитель всегда положителен, знаменатель положителен при $x 
eq 0.9$

action
Определим решение неравенства.
solution
Неравенство $\frac{3^x (9 \cdot 3^{2x} - 27 \cdot 3^x + 27) - 9}{5(10x^2 - 18x + 8.1)} \geq 0$ выполняется при $x 
eq 0.9$.
answer
$x \in (-\infty, 0.9) \cup (0.9, +\infty)$

final_answer
$x \in (-\infty, 0.9) \cup (0.9, +\infty)$",,"неверно понял условие

больше похоже на (9\cdot 27^x-3\cdot9^{x+1}+3^{x+3}-9)/(50x^2-90x+40,5)>= 0",FALSE,FALSE,FALSE,inequality,quad,Неравенства (и их системы),Квадратный трёхчлен,1-4 кл.
15_may-aug,Представьте выражение<br>$\frac {8} {11} \cdot \frac {7} {12}$<br>в виде дроби со знаменателем 297. В ответ<br>запишите числитель получившейся дроби.,126,"action
Умножим числители и знаменатели дробей $\frac{8}{11}$ и $\frac{7}{12}$.
solution
Для умножения дробей нужно перемножить их числители и знаменатели. Получим: $\frac{8 \cdot 7}{11 \cdot 12} = \frac{56}{132}$.
answer
$\frac{56}{132}$

action
Сократим дробь $\frac{56}{132}$.
solution
Для сокращения дроби найдем наибольший общий делитель (НОД) числителя и знаменателя. НОД(56, 132) = 4. Разделим числитель и знаменатель на 4: $\frac{56 \div 4}{132 \div 4} = \frac{14}{33}$.
answer
$\frac{14}{33}$

action
Приведем дробь $\frac{14}{33}$ к знаменателю 297.
solution
Чтобы привести дробь к знаменателю 297, нужно найти дополнительный множитель. Разделим 297 на 33: $297 \div 33 = 9$. Умножим числитель и знаменатель дроби $\frac{14}{33}$ на 9: $\frac{14 \cdot 9}{33 \cdot 9} = \frac{126}{297}$.
answer
$\frac{126}{297}$

final_answer
126",,297 не делится на 14,FALSE,FALSE,FALSE,fraction,equivalent_fractions,Обыкновенные дроби,Основное свойство дроби. Сокращение дробей,1-4 кл.
16_may-aug,"Мери Поппинс купила 5 кг сосисок, 3 кг мук, 2 кг конфет. Майкл съел 3/6 сосисок, 4/7 конфет. Мери Поппинс потратила 5/11 муки. Сколько продуктов осталос?","2.5 кг сосисок, 0.86 кг конфет, 1.64 кг муки","action
Сколько килограммов сосисок съел Майкл?
solution
Майкл съел $\frac{3}{6}$ от 5 кг сосисок. Чтобы найти, сколько сосисок съел Майкл, нужно умножить 5 на $\frac{3}{6}$. Получим $5 \cdot \frac{3}{6} = \frac{15}{6} = 2.5$ кг.
answer
2.5 кг

action
Сколько килограммов сосисок осталось?
solution
Было 5 кг сосисок, Майкл съел 2.5 кг. Значит, осталось $5 - 2.5 = 2.5$ кг.
answer
2.5 кг

action
Сколько килограммов конфет съел Майкл?
solution
Майкл съел $\frac{4}{7}$ от 2 кг конфет. Чтобы найти, сколько конфет съел Майкл, нужно умножить 2 на $\frac{4}{7}$. Получим $2 \cdot \frac{4}{7} = \frac{8}{7} \approx 1.14$ кг.
answer
1.14 кг

action
Сколько килограммов конфет осталось?
solution
Было 2 кг конфет, Майкл съел 1.14 кг. Значит, осталось $2 - 1.14 = 0.86$ кг.
answer
0.86 кг

action
Сколько килограммов муки потратила Мери Поппинс?
solution
Мери Поппинс потратила $\frac{5}{11}$ от 3 кг муки. Чтобы найти, сколько муки потратила Мери Поппинс, нужно умножить 3 на $\frac{5}{11}$. Получим $3 \cdot \frac{5}{11} = \frac{15}{11} \approx 1.36$ кг.
answer
1.36 кг

action
Сколько килограммов муки осталось?
solution
Было 3 кг муки, Мери Поппинс потратила 1.36 кг. Значит, осталось $3 - 1.36 = 1.64$ кг.
answer
1.64 кг

final_answer
2.5 кг сосисок, 0.86 кг конфет, 1.64 кг муки",,округлил,FALSE,FALSE,FALSE,word_problem,static_steps,Решение задач,Статические задачи в 2+ действия,1-4 кл.
17_may-aug,"d<br>12. Укажи строку, в которой все именованные числа<br>равны.<br>1) 1 т 8 ц, 18 ц, 1800 кг, 1800000 г<br>2) 1583 м, 15м 83 см, 158300 см<br>3) 920 мм, 9 см 20 мм, 92 см, 9 дм 2 см<br>4) 250 мин, 6 ч 10 мин, 2 ч 50 мин,<br>4 ч 10 ми",3),"action
Преобразуем все значения в первой строке к одной единице измерения (кг).
solution
1 т = 1000 кг, 1 ц = 100 кг. Следовательно, 1 т 8 ц = 1000 кг + 800 кг = 1800 кг. 18 ц = 1800 кг. 1800 кг остаётся без изменений. 1800000 г = 1800 кг. Все значения равны 1800 кг.
answer
Все значения равны 1800 кг

action
Преобразуем все значения во второй строке к одной единице измерения (м).
solution
1 м = 100 см. Следовательно, 15 м 83 см = 15 м + 0.83 м = 15.83 м. 1583 м остаётся без изменений. 158300 см = 1583 м. Все значения равны 1583 м.
answer
Все значения равны 1583 м

action
Преобразуем все значения в третьей строке к одной единице измерения (мм).
solution
1 см = 10 мм, 1 дм = 100 мм. Следовательно, 9 см 20 мм = 90 мм + 20 мм = 110 мм. 92 см = 920 мм. 9 дм 2 см = 900 мм + 20 мм = 920 мм. Все значения равны 920 мм.
answer
Все значения равны 920 мм

action
Преобразуем все значения в четвёртой строке к одной единице измерения (мин).
solution
1 ч = 60 мин. Следовательно, 6 ч 10 мин = 360 мин + 10 мин = 370 мин. 2 ч 50 мин = 120 мин + 50 мин = 170 мин. 4 ч 10 мин = 240 мин + 10 мин = 250 мин. Значения не равны.
answer
Значения не равны

final_answer
3)",,,FALSE,FALSE,FALSE,measure,action,Величины,Действия с единицами,1-4 кл.
18_may-aug,"яблоки разложили в несколько одинаковых корзин и 5 одинаковых ящиков . В каждую корзину помещается 8 кг яблок ,а в ящик - на 4 кг больше . Всего было 116 кг яблок . Сколько понадобилось корзин ? Реши задачу с помощью уравнения.",7 корзин,"action
Пусть $x$ — количество корзин. Выразим через $x$, сколько килограммов яблок было в корзинах.
solution
В каждую корзину помещается 8 кг яблок. Значит, в $x$ корзинах помещается $8x$ кг яблок.
answer
$8x$

action
Выразим через $x$, сколько килограммов яблок было в ящиках.
solution
В ящик помещается на 4 кг больше, чем в корзину, то есть $8 + 4 = 12$ кг. Всего было 5 ящиков, значит, в ящиках было $5 \cdot 12 = 60$ кг яблок.
answer
$60$

action
Составим уравнение.
solution
Всего было 116 кг яблок. Составим уравнение: $8x + 60 = 116$.
answer
$8x + 60 = 116$

action
Решим уравнение.
solution
$$8x + 60 = 116$$
Перенесём 60 в правую часть уравнения:
$$8x = 116 - 60$$
$$8x = 56$$
Разделим обе части уравнения на 8:
$$x = \frac{56}{8}$$
$$x = 7$$
answer
$x = 7$

action
Сколько понадобилось корзин?
solution
Количество корзин было обозначено $x$. Из уравнения $x = 7$. Значит, понадобилось 7 корзин.
answer
7 корзин

final_answer
7 корзин",,"шаг 1: в action ""Выразим через иск..."", а в ответе число. вопрос некорректен, для того, чтобы посчитать количество кг яблок  в ящиках переменную вводить не нужно",TRUE,FALSE,FALSE,word_problem,linear_eq,Решение задач,Задачи на линейное уравнение,1-4 кл.
19_may-aug,"яблоки разложили в несколько одинаковых корзине 5 одинаковых ящиков . В каждую корзину помещается 8 кг яблок ,а в ящик - на 4 кг больше . Всего было 116 кг яблок . Сколько понадобилось  корзин ? Реши задачу с помощью уравнения.",7 корзин,"action
Пусть $x$ — количество корзин. Выразим через $x$, сколько килограммов яблок разложили в корзины.
solution
В каждую корзину помещается 8 кг яблок. Тогда в $x$ корзин помещается $8x$ кг яблок.
answer
$8x$

action
Выразим через $x$, сколько килограммов яблок помещается в один ящик.
solution
В ящик помещается на 4 кг больше, чем в корзину. Значит, в ящик помещается $8 + 4 = 12$ кг яблок.
answer
$12$ кг

action
Выразим через $x$, сколько килограммов яблок помещается в 5 ящиков.
solution
Всего было 5 ящиков, в каждый из которых помещается 12 кг яблок. Значит, в 5 ящиках помещается $5 \times 12 = 60$ кг яблок.
answer
$60$ кг

action
Составим уравнение.
solution
Всего было 116 кг яблок. Из них 60 кг помещается в ящиках, а остальные в корзинах. Получаем уравнение: $8x + 60 = 116$.
answer
$8x + 60 = 116$

action
Решим уравнение.
solution
Перенесём 60 в правую часть уравнения: $8x = 116 - 60$. Получим $8x = 56$. Разделим обе части уравнения на 8: $x = \frac{56}{8}$. Получим $x = 7$.
answer
$x = 7$

action
Сколько понадобилось корзин?
solution
Количество корзин было обозначено $x$. Из уравнения $x = 7$. Значит, понадобилось 7 корзин.
answer
7 корзин

final_answer
7 корзин",,"шаг 1 и шаг 2: ""Выразим через икс..."", не нужно выражать через переменную, так как даны готовые значения",TRUE,FALSE,FALSE,word_problem,linear_eq,Решение задач,Задачи на линейное уравнение,1-4 кл.
20_may-aug,"Барон Мюнгаузен похвастался, что если Мери Поппинс будет бежать со скоростью 7 км/ч, а он начнет догонять её со скоростью 6 км/ ч через час, то догонит её. Почему Мери Поппинс не поверила ему?","Мери Поппинс не поверила Барону, потому что ему потребуется $7$ часов, чтобы догнать её, а не $1$ час.","action
Определим расстояние, которое пробежит Мери Поппинс за первый час.
solution
Мери Поппинс бежит со скоростью $7$ км/ч. За $1$ час она пробежит расстояние, равное её скорости, умноженной на время: $7 \cdot 1 = 7$ км.
answer
$7$ км

action
Определим расстояние, которое пробежит Барон Мюнгаузен за первый час.
solution
Барон Мюнгаузен начинает движение через час после Мери Поппинс и бежит со скоростью $6$ км/ч. За $1$ час он пробежит расстояние, равное его скорости, умноженной на время: $6 \cdot 1 = 6$ км.
answer
$6$ км

action
Определим расстояние между Мери Поппинс и Бароном Мюнгаузеном в начале движения Барона.
solution
В начале движения Барона расстояние между ними составляет $7$ км, так как Мери Поппинс уже пробежала $7$ км за первый час, а Барон только начал движение.
answer
$7$ км

action
Определим скорость сближения Барона Мюнгаузена и Мери Поппинс.
solution
Скорость сближения равна разности скоростей Барона и Мери Поппинс: $7 - 6 = 1$ км/ч.
answer
$1$ км/ч

action
Определим время, за которое Барон догонит Мери Поппинс.
solution
Чтобы найти время, за которое Барон догонит Мери Поппинс, нужно разделить расстояние между ними на скорость сближения: $\frac{7}{1} = 7$ часов.
answer
$7$ часов

action
Определим, почему Мери Поппинс не поверила Барону.
solution
Барон Мюнгаузен утверждает, что догонит Мери Поппинс через $1$ час после начала своего движения. Однако, по нашим расчетам, ему потребуется $7$ часов, чтобы догнать её. Поэтому Мери Поппинс не поверила ему.
answer
Мери Поппинс не поверила Барону, потому что ему потребуется $7$ часов, чтобы догнать её, а не $1$ час.

final_answer
Мери Поппинс не поверила Барону, потому что ему потребуется $7$ часов, чтобы догнать её, а не $1$ час.",,логика,FALSE,FALSE,FALSE,word_problem,move_together,Решение задач,Задачи на совместное движение,10-11 кл.
21_may-aug,"В  соревнованиях участвуют Красная Шапочка, Мери Поппинс, Золушка. Красная Шапочка бежит со скоростью 5 км/ч, Мери Поппинс 7 км/ч, Золушка 6 км/ч. Когда прошел 1 час, Красная Шапочка поняла, что проигрывает и увеличила скорость до 8 км/ч. Кто выиграет с соревнованиях, если длина дистанции 10 км?",Мери Поппинс,"action
Рассчитаем расстояние, которое пробежала Красная Шапочка за первый час.
solution
Красная Шапочка бежит со скоростью 5 км/ч. За первый час она пробежит: $5 \text{ км/ч} \times 1 \text{ ч} = 5 \text{ км}$.
answer
5 км

action
Рассчитаем расстояние, которое пробежала Мери Поппинс за первый час.
solution
Мери Поппинс бежит со скоростью 7 км/ч. За первый час она пробежит: $7 \text{ км/ч} \times 1 \text{ ч} = 7 \text{ км}$.
answer
7 км

action
Рассчитаем расстояние, которое пробежала Золушка за первый час.
solution
Золушка бежит со скоростью 6 км/ч. За первый час она пробежит: $6 \text{ км/ч} \times 1 \text{ ч} = 6 \text{ км}$.
answer
6 км

action
Определим, кто из участниц лидирует после первого часа.
solution
После первого часа: Красная Шапочка — 5 км, Мери Поппинс — 7 км, Золушка — 6 км. Лидирует Мери Поппинс.
answer
Мери Поппинс

action
Рассчитаем время, за которое Красная Шапочка пробежит оставшиеся 5 км со скоростью 8 км/ч.
solution
Оставшееся расстояние для Красной Шапочки: $10 \text{ км} - 5 \text{ км} = 5 \text{ км}$. Время, необходимое для преодоления оставшегося расстояния: $\frac{5 \text{ км}}{8 \text{ км/ч}} = 0.625 \text{ ч}$.
answer
0.625 ч

action
Рассчитаем время, за которое Мери Поппинс пробежит оставшиеся 3 км со скоростью 7 км/ч.
solution
Оставшееся расстояние для Мери Поппинс: $10 \text{ км} - 7 \text{ км} = 3 \text{ км}$. Время, необходимое для преодоления оставшегося расстояния: $\frac{3 \text{ км}}{7 \text{ км/ч}} \approx 0.429 \text{ ч}$.
answer
0.429 ч

action
Рассчитаем время, за которое Золушка пробежит оставшиеся 4 км со скоростью 6 км/ч.
solution
Оставшееся расстояние для Золушки: $10 \text{ км} - 6 \text{ км} = 4 \text{ км}$. Время, необходимое для преодоления оставшегося расстояния: $\frac{4 \text{ км}}{6 \text{ км/ч}} \approx 0.667 \text{ ч}$.
answer
0.667 ч

action
Определим общее время, за которое каждая участница пробежит дистанцию.
solution
Общее время для Красной Шапочки: $1 \text{ ч} + 0.625 \text{ ч} = 1.625 \text{ ч}$. Общее время для Мери Поппинс: $1 \text{ ч} + 0.429 \text{ ч} \approx 1.429 \text{ ч}$. Общее время для Золушки: $1 \text{ ч} + 0.667 \text{ ч} \approx 1.667 \text{ ч}$.
answer
Красная Шапочка — 1.625 ч, Мери Поппинс — 1.429 ч, Золушка — 1.667 ч

action
Определим, кто выиграет соревнования.
solution
Мери Поппинс пробежит дистанцию за наименьшее время — 1.429 ч.
answer
Мери Поппинс

final_answer
Мери Поппинс",,в шагах 5-6 округлил,TRUE,FALSE,FALSE,word_problem,move_many_steps,Решение задач,Задачи на движение в 2+ действия,1-4 кл.
